rank,tier,priority_score,formula_tier,formula_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,gmgn_realized_profit_usd,gmgn_pnl_ratio,gmgn_winrate,gmgn_buy_count,gmgn_sell_count,gmgn_period,gmgn_snapshot_at_iso,gmgn_tags,okx_win_rate,okx_avg_buy_value_usd,okx_preferred_mcap,okx_buy_tx_count,okx_snapshot_at_iso,kol_like,owner_manual_label,owner_manual_notes,sources,tags,provider_tags,token_tags,llm_verdict,llm_confidence,llm_recommended_action,llm_reasoning,llm_reviewed_at_iso,llm_review_fresh,llm_score_adjustment,llm_formula_disagreement,stale_review_count,stale_candidate,stale_reason,manual_rating,manual_notes
131,B,94.5,B,94.5,CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,https://gmgn.ai/sol/address/CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,,,,2,2,0.286,7,7,7,4.3,2026-05-07T23:01:17.000Z,2026-05-08T08:07:29.508Z,139905,,48.54707233048857,0,no,4.3,2026-05-08T08:07:29.508Z,0.0027628326534786503,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
132,C,93.9,C,93.9,9MoWnd3zSxTLnZothvSzosL6YAaiSaiJ1dzrWhbYECEF,https://gmgn.ai/sol/address/9MoWnd3zSxTLnZothvSzosL6YAaiSaiJ1dzrWhbYECEF,,,,1,1,1.000,1,1,1,1.4,2026-05-10T18:11:45.000Z,2026-05-11T05:33:34.162Z,4713,,-1.81531058667,0,yes,1.4,2026-05-11T05:33:34.162Z,0.000985647586176867,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,paper_hands,,,,,,no,0,no,0,no,,,
133,C,93.9,C,93.9,EeHJn4X6FUGEbcjJE5ysB8usN8C7AY75Ej8TrvfgPRrZ,https://gmgn.ai/sol/address/EeHJn4X6FUGEbcjJE5ysB8usN8C7AY75Ej8TrvfgPRrZ,,,,1,1,1.000,1,1,1,1.4,2026-05-10T13:59:20.000Z,2026-05-11T05:33:22.265Z,119579,,-295.37602824896,0,yes,1.4,2026-05-11T05:33:22.265Z,0.0008337588401974785,,,,,,,,,,,,,,no,,,gmgn,smart_degen,gmgn,,,,,,,no,0,no,0,no,,,
134,C,93.4,C,93.4,CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,https://gmgn.ai/sol/address/CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,,,,1,1,0.250,4,4,3.82,0.3,2026-05-10T20:09:52.000Z,2026-05-12T06:42:16.139Z,28902,,190.17815391996,0,yes,0.3,2026-05-12T06:42:16.139Z,0.00004418327334783118,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
135,C,93.3,C,93.3,8aXuJ2X76cDF2wfWWfyzGnscbomZt3w15b2vqaPGpCE,https://gmgn.ai/sol/address/8aXuJ2X76cDF2wfWWfyzGnscbomZt3w15b2vqaPGpCE,,,,1,1,0.333,3,2,2.86,0.3,2026-05-10T05:29:12.000Z,2026-05-12T06:42:32.171Z,119579,,197.68337574993,0,yes,0.3,2026-05-12T06:42:32.171Z,0.00010675703601384099,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
136,C,92.3,C,92.3,CkakfbMYpsXd7FRNtz9mZqik1dWjk9EmmxuVhUTQcmq8,https://gmgn.ai/sol/address/CkakfbMYpsXd7FRNtz9mZqik1dWjk9EmmxuVhUTQcmq8,,,,1,1,0.200,5,5,4.77,0.3,2026-05-10T21:00:44.000Z,2026-05-12T06:42:32.168Z,28902,,136.75788083856,0,yes,0.3,2026-05-12T06:42:32.168Z,0.003656831500810183,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
137,C,92.3,C,92.3,Hw8stXPYa7pmFaem2qKMRANWUaBfEn4nBpuQpvgAeyVP,https://gmgn.ai/sol/address/Hw8stXPYa7pmFaem2qKMRANWUaBfEn4nBpuQpvgAeyVP,,,,1,1,0.500,2,2,2,1.4,2026-05-10T20:56:05.000Z,2026-05-11T05:34:06.309Z,28902,,12.8519380171,0,yes,1.4,2026-05-11T05:34:06.309Z,0.0000972048977160703,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
138,C,92.1,C,92.1,2tWpE5K6ZuUHQY5vWn8neT5EQVuCUdbC3hhyjJEHUHRm,https://gmgn.ai/sol/address/2tWpE5K6ZuUHQY5vWn8neT5EQVuCUdbC3hhyjJEHUHRm,,,,1,1,0.333,3,3,3,1.4,2026-05-11T03:43:47.000Z,2026-05-11T05:33:46.293Z,119579,905,103.58594219376391,0,yes,1.4,2026-05-11T05:33:46.293Z,0.0031966896775344144,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
139,C,92.1,C,92.1,AqSTgWq3tCKRuJCRN3ssVn8cFuQNASVxvpBwaLVmfKgP,https://gmgn.ai/sol/address/AqSTgWq3tCKRuJCRN3ssVn8cFuQNASVxvpBwaLVmfKgP,,,,1,1,0.200,5,4,4.77,0.3,2026-05-10T20:10:23.000Z,2026-05-12T06:42:34.187Z,28902,,269.82637917314,0,yes,0.3,2026-05-12T06:42:34.187Z,0.0005549923650818409,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|gmgn|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
140,C,91.8,C,91.8,6H8DrKRTeb2bHwx45aVyvq8AoBdg6RadaRgRSbi8aGaX,https://gmgn.ai/sol/address/6H8DrKRTeb2bHwx45aVyvq8AoBdg6RadaRgRSbi8aGaX,,,,1,1,0.250,4,3,4,4.3,2026-05-07T08:48:33.000Z,2026-05-08T08:07:21.503Z,131302,,1.71810097716,0,no,4.3,2026-05-08T08:07:21.503Z,0.00025726557596108396,,,,,,,,,,,,,,no,,,gmgn|okx,smart_degen|smart_money,,,,,,,,no,0,no,0,no,,,
141,C,91.1,C,91.1,2JLTKcECTybkCEp64v7V4P4FijjKiMgKnFkX2WwRWTM6,https://gmgn.ai/sol/address/2JLTKcECTybkCEp64v7V4P4FijjKiMgKnFkX2WwRWTM6,,,,1,1,0.500,2,2,1.91,0.3,2026-05-10T05:27:12.000Z,2026-05-12T06:42:32.168Z,119579,,3.780141336,0,yes,0.3,2026-05-12T06:42:32.168Z,0.010000734736827346,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
142,C,90.9,C,90.9,BN5UW6MaLRfqV5SqrC2qFeBipDbsefMrQtfhx91JMKJ6,https://gmgn.ai/sol/address/BN5UW6MaLRfqV5SqrC2qFeBipDbsefMrQtfhx91JMKJ6,,,,1,1,0.167,6,5,5.72,0.3,2026-05-10T05:53:45.000Z,2026-05-12T06:42:38.124Z,119579,,139.53254281839,0,yes,0.3,2026-05-12T06:42:38.124Z,0.000019719258982295494,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler,,,,,,no,0,no,0,no,,,
143,B,90.3,B,98.1,2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,https://gmgn.ai/sol/address/2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,,,,2,2,0.500,4,4,4,4.3,2026-05-07T13:19:36.000Z,2026-05-08T08:07:31.503Z,135556,,-69.90851906294,0,no,4.3,2026-05-08T08:07:31.503Z,0.0001450789556205059,,,0.2986111111111111,,,7d,2026-05-12T14:30:07.304Z,axiom,30.32,81.3462785616,<100K,392,2026-05-12T14:30:13.293Z,no,data_sufficient_drawdown,"Owner: has GMGN data, not very profitable, large drawdowns.",gmgn,smart_degen,,,inflated_or_wash,65,demote,"Low win rate, negative local PnL, and profile flags indicate negative_pnl; likely noisy or underperforming despite positive aggregate PnL.",2026-05-12T14:31:42.838Z,yes,-7.8,yes,0,no,,,
144,C,90.2,C,90.2,23RC8CTjZ6VRsFN6eEJaNNaG1Q5pj55H23Sh1phBvZud,https://gmgn.ai/sol/address/23RC8CTjZ6VRsFN6eEJaNNaG1Q5pj55H23Sh1phBvZud,,,,1,1,0.250,4,4,3.82,0.3,2026-05-10T10:54:06.000Z,2026-05-12T06:42:34.186Z,119579,,54.592204254230616,0,yes,0.3,2026-05-12T06:42:34.186Z,0.0009717316798957433,,,,,,,,,,,,,,no,,,gmgn,smart_degen,padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
145,C,89.6,C,89.6,2v178XLeug7gpPXrU7LWmqizMBxjtRXkfWZ8iQA4P47i,https://gmgn.ai/sol/address/2v178XLeug7gpPXrU7LWmqizMBxjtRXkfWZ8iQA4P47i,,,,1,1,1.000,1,1,1,4.3,2026-05-07T06:36:24.000Z,2026-05-08T08:07:21.499Z,131302,,-356.4318214992021,0,no,4.3,2026-05-08T08:07:21.499Z,0.0006627807152415026,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
146,C,89.6,C,89.6,6Y7VzR1dcfUyGCbUS9b5PiWhRCN7Hg5NAVUWV9gaMks1,https://gmgn.ai/sol/address/6Y7VzR1dcfUyGCbUS9b5PiWhRCN7Hg5NAVUWV9gaMks1,,,,1,1,1.000,1,1,1,4.3,2026-05-07T03:46:30.000Z,2026-05-08T08:07:21.501Z,131302,,56.47584273967,0,no,4.3,2026-05-08T08:07:21.501Z,0.0004661583507083615,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
147,C,89.6,C,89.6,7Ff9bMujNXue8obmfdBYcn32mB5G1tSSk8ffUJ1J8Roq,https://gmgn.ai/sol/address/7Ff9bMujNXue8obmfdBYcn32mB5G1tSSk8ffUJ1J8Roq,,,,1,1,1.000,1,1,1,4.3,2026-05-07T00:22:48.000Z,2026-05-08T08:07:13.502Z,148507,,-13.96809108126,0,no,4.3,2026-05-08T08:07:13.502Z,0.000011537992221046045,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
148,C,89.6,C,89.6,7y3V87V9bRr5scKMHQD8KteuRALq7odQE6S4Rc2aW2vj,https://gmgn.ai/sol/address/7y3V87V9bRr5scKMHQD8KteuRALq7odQE6S4Rc2aW2vj,,,,1,1,1.000,1,1,1,4.3,2026-05-07T15:44:28.000Z,2026-05-08T08:07:17.477Z,79098,,72.57522625105946,0,no,4.3,2026-05-08T08:07:17.477Z,0.00008288528098755908,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
149,C,89.6,C,89.6,E5XH7MGazFEkb2YrJAWYBFvjRr3tDE8kozWmvzR4Cyv2,https://gmgn.ai/sol/address/E5XH7MGazFEkb2YrJAWYBFvjRr3tDE8kozWmvzR4Cyv2,,,,1,1,1.000,1,1,1,4.3,2026-05-07T03:04:33.000Z,2026-05-08T08:07:21.503Z,131302,,8.493049151,0,no,4.3,2026-05-08T08:07:21.503Z,0.000281345799481554,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
150,C,89.6,C,89.6,F1924TJoDHGfgPACmZsKQwAuda8keVvBzqVWRgr7JHaD,https://gmgn.ai/sol/address/F1924TJoDHGfgPACmZsKQwAuda8keVvBzqVWRgr7JHaD,,,,1,1,1.000,1,1,1,4.3,2026-05-07T10:48:38.000Z,2026-05-08T08:07:17.475Z,79098,,-1.73543875289,0,no,4.3,2026-05-08T08:07:17.475Z,0.000054436894506669384,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
151,C,89.6,C,89.6,FbiBbTBP2Vs7b3j74eBsAYFpxWms11m23DeGmYcc8Yoo,https://gmgn.ai/sol/address/FbiBbTBP2Vs7b3j74eBsAYFpxWms11m23DeGmYcc8Yoo,,,,1,1,1.000,1,1,1,4.3,2026-05-07T18:06:25.000Z,2026-05-08T08:07:17.474Z,79098,126,0,0,no,4.3,2026-05-08T08:07:17.474Z,0.00028360609664591034,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
152,C,89.6,C,89.6,GZVSEAajExLJEvACHHQcujBw7nJq98GWUEZtood9LM9b,https://gmgn.ai/sol/address/GZVSEAajExLJEvACHHQcujBw7nJq98GWUEZtood9LM9b,,,,1,1,1.000,1,1,1,4.3,2026-05-07T02:36:20.000Z,2026-05-08T08:07:21.502Z,131302,,-123.65077098468,0,no,4.3,2026-05-08T08:07:21.502Z,0.0002660980633067725,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
153,C,89.6,C,89.6,GkCG1KQcTuhHg8BBiqM2Xbyo4cWKSet4Vv6KmKvBHddz,https://gmgn.ai/sol/address/GkCG1KQcTuhHg8BBiqM2Xbyo4cWKSet4Vv6KmKvBHddz,,,,1,1,1.000,1,1,1,4.3,2026-05-08T06:56:07.000Z,2026-05-08T08:07:27.488Z,139810,558,0,0,no,4.3,2026-05-08T08:07:27.488Z,0.0000979736503421318,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
154,C,89.6,C,89.6,Gkeqgh2SwRNBVrAKKvQ8QeUqD7GQzjrR6uqnHdtFb3kG,https://gmgn.ai/sol/address/Gkeqgh2SwRNBVrAKKvQ8QeUqD7GQzjrR6uqnHdtFb3kG,,,,1,1,1.000,1,1,1,4.3,2026-05-08T00:02:40.000Z,2026-05-08T08:07:13.501Z,148507,,-917.2213324647,0,no,4.3,2026-05-08T08:07:13.501Z,0.0003606615478224694,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
155,C,89.6,C,89.6,HrEdKYvkPwizrPRiFMhgdhbAjxhPX9hFCnqTRVUCWVgz,https://gmgn.ai/sol/address/HrEdKYvkPwizrPRiFMhgdhbAjxhPX9hFCnqTRVUCWVgz,,,,1,1,1.000,1,1,1,4.3,2026-05-07T03:11:52.000Z,2026-05-08T08:07:21.499Z,131302,,1044.19665884562,0,no,4.3,2026-05-08T08:07:21.499Z,0.0001446062530538744,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
156,C,89.6,C,89.6,ummESHXggbAutbJ37r51H7PGKAzDivUhXL7NRTxqVr5,https://gmgn.ai/sol/address/ummESHXggbAutbJ37r51H7PGKAzDivUhXL7NRTxqVr5,,,,1,1,1.000,1,1,1,4.3,2026-05-07T04:59:19.000Z,2026-05-08T08:07:13.502Z,148507,,205.93140098723,0,no,4.3,2026-05-08T08:07:13.502Z,0.00005878150077706216,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
157,C,88.8,C,88.8,FZq4muokC9HHf2mLAEiHWrvNVLxs2m8o1e68XU54J8ok,https://gmgn.ai/sol/address/FZq4muokC9HHf2mLAEiHWrvNVLxs2m8o1e68XU54J8ok,,,,1,1,0.333,3,3,2.86,0.3,2026-05-10T06:33:47.000Z,2026-05-12T06:42:32.167Z,119579,,15.09327987354,0,yes,0.3,2026-05-12T06:42:32.167Z,0.0069670052557345655,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler,,,,,,no,0,no,0,no,,,
158,C,87.5,C,87.5,65kmABTfVidnwPzs5bfeyptpM2ewkkNewnJK6QwUSKXE,https://gmgn.ai/sol/address/65kmABTfVidnwPzs5bfeyptpM2ewkkNewnJK6QwUSKXE,,,,1,1,0.250,4,4,3.82,0.3,2026-05-10T05:34:02.000Z,2026-05-12T06:42:46.145Z,119579,,18.18017716417,0,yes,0.3,2026-05-12T06:42:46.145Z,0.00031207290312380045,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
159,C,87.3,C,87.3,AtFjYrCLRZMwEXFr4pK3NShq58CGZFXZ21LDeWMUUoF4,https://gmgn.ai/sol/address/AtFjYrCLRZMwEXFr4pK3NShq58CGZFXZ21LDeWMUUoF4,,,,1,1,0.333,3,3,3,1.4,2026-05-10T20:13:15.000Z,2026-05-11T05:34:06.307Z,28902,,16.11584785388,0,yes,1.4,2026-05-11T05:34:06.307Z,0.0001958992685119199,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
160,C,84.6,C,84.6,14HDbSrjCJKgwCXDBXv8PGRGFaLrAqDBq2mCwSA46q5x,https://gmgn.ai/sol/address/14HDbSrjCJKgwCXDBXv8PGRGFaLrAqDBq2mCwSA46q5x,0xMistBlade 🗡️,0xMistBlade,0xMistBlade 🗡️,1,1,1.000,1,1,1,4.3,2026-05-07T16:26:15.000Z,2026-05-08T08:07:17.477Z,79098,,4.764316630490517,0,no,4.3,2026-05-08T08:07:17.477Z,0.00017273279716154526,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|axiom|padre,paper_hands,,,,,,no,0,no,0,no,,,
161,C,84.6,C,84.6,2kv8X2a9bxnBM8NKLc6BBTX2z13GFNRL4oRotMUJRva9,https://gmgn.ai/sol/address/2kv8X2a9bxnBM8NKLc6BBTX2z13GFNRL4oRotMUJRva9,GH0STEE,gh0stee,GH0STEE,1,1,1.000,1,1,1,4.3,2026-05-08T05:08:33.000Z,2026-05-08T08:07:33.545Z,91917,,626.80237204961,0,no,4.3,2026-05-08T08:07:33.545Z,0.000025749926687129796,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
162,C,84.6,C,84.6,4EsY8HQB4Ak65diFrSHjwWhKSGC8sKmnzyusM993gk2w,https://gmgn.ai/sol/address/4EsY8HQB4Ak65diFrSHjwWhKSGC8sKmnzyusM993gk2w,prosciutto,prosciuttosol,prosciutto,1,1,1.000,1,1,1,4.3,2026-05-08T02:40:03.000Z,2026-05-08T08:07:17.477Z,79098,,-67.32241373364,0,no,4.3,2026-05-08T08:07:17.477Z,0.00016519642492601744,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|trojan,,,,,,,no,0,no,0,no,,,
163,C,84.6,C,84.6,9A4h17UgLGaVws6T1mBxzH5gkG35CUSrTfNgNK5Uj4Rp,https://gmgn.ai/sol/address/9A4h17UgLGaVws6T1mBxzH5gkG35CUSrTfNgNK5Uj4Rp,Cendol 岑铎,Cendolnice,Cendol 岑铎,1,1,0.200,5,5,1.26,0.3,2026-05-10T09:37:56.000Z,2026-05-12T06:42:38.128Z,119579,,-127.79636366689998,0,yes,0.3,2026-05-12T06:42:38.128Z,0.00024012075846868952,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|axiom|photon|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,,
164,C,84.6,C,84.6,9St6ETbe3CFitw6UNSd8kg7kZ6STXy71wEGiERqQj89U,https://gmgn.ai/sol/address/9St6ETbe3CFitw6UNSd8kg7kZ6STXy71wEGiERqQj89U,Trench Guerilla,trenchguerilla,Trench Guerilla,1,1,1.000,1,1,1,4.3,2026-05-06T23:52:36.000Z,2026-05-08T08:07:13.503Z,148507,,8.08979063925,0,no,4.3,2026-05-08T08:07:13.503Z,0.000016053296146598953,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|axiom|gmgn|padre,paper_hands,,,,,,no,0,no,0,no,,,
165,C,82,C,82,41uh7g1DxYaYXdtjBiYCHcgBniV9Wx57b7HU7RXmx1Gg,https://gmgn.ai/sol/address/41uh7g1DxYaYXdtjBiYCHcgBniV9Wx57b7HU7RXmx1Gg,Lowskii,Lowskii_gg,Lowskii,1,1,0.500,2,2,0.69,1.4,2026-05-10T08:29:24.000Z,2026-05-11T05:33:22.266Z,119579,,0.79745109493,0,yes,1.4,2026-05-11T05:33:22.266Z,0.0012328276642174798,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|axiom|bullx,paper_hands,,,,,,no,0,no,0,no,,,
166,C,81.5,C,81.5,C937MwaPmo2d6zxysoGeEERZZit7EC7H1R3Mem3BfUKZ,https://gmgn.ai/sol/address/C937MwaPmo2d6zxysoGeEERZZit7EC7H1R3Mem3BfUKZ,,,,1,1,0.333,3,3,2.86,0.3,2026-05-10T05:39:55.000Z,2026-05-12T06:42:34.186Z,119579,,-0.27050001367,0,yes,0.3,2026-05-12T06:42:34.186Z,0.005222899958958245,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
167,C,81.5,C,81.5,CE6q7wR6NYKU1QzhQUz7T8ud7rtc7U5JequuzA6KAXmr,https://gmgn.ai/sol/address/CE6q7wR6NYKU1QzhQUz7T8ud7rtc7U5JequuzA6KAXmr,,,,1,1,0.333,3,3,2.86,0.3,2026-05-10T19:55:26.000Z,2026-05-12T06:42:32.168Z,4713,,-2.66906205955,0,yes,0.3,2026-05-12T06:42:32.168Z,0.014134577479745685,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
168,C,81.5,C,81.5,HebCWRzLJ5p8vKahEMjFQvoZi8oap977agVLLswUodr8,https://gmgn.ai/sol/address/HebCWRzLJ5p8vKahEMjFQvoZi8oap977agVLLswUodr8,,,,1,1,0.333,3,3,2.86,0.3,2026-05-10T21:01:43.000Z,2026-05-12T06:42:34.185Z,28902,,-3.26431405612,0,yes,0.3,2026-05-12T06:42:34.185Z,0.002237675178155713,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler,,,,,,no,0,no,0,no,,,
169,C,81.1,C,81.1,2xygiSjkrvpc4rNjpg6dzeBhk3wvQaaWRSMAK4x2Tyyn,https://gmgn.ai/sol/address/2xygiSjkrvpc4rNjpg6dzeBhk3wvQaaWRSMAK4x2Tyyn,,,,1,1,0.500,2,2,2,4.3,2026-05-07T13:39:35.000Z,2026-05-08T08:07:21.499Z,131302,,677.44949410691,0,no,4.3,2026-05-08T08:07:21.499Z,0.00008608308185947129,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
170,C,81.1,C,81.1,3oe7aYLUw2Pkbm7QMAhAjn5WbzaoG9tigkrX1mAecr1P,https://gmgn.ai/sol/address/3oe7aYLUw2Pkbm7QMAhAjn5WbzaoG9tigkrX1mAecr1P,,,,1,1,0.500,2,2,2,4.3,2026-05-07T17:20:41.000Z,2026-05-08T08:07:21.497Z,131302,,-225.90070665794622,0,no,4.3,2026-05-08T08:07:21.497Z,0.00023312532675203078,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
171,C,81.1,C,81.1,AsVTFhFYxFBUHLXXDKP1SYUnm5G5HAHoprxMYqfiMWT4,https://gmgn.ai/sol/address/AsVTFhFYxFBUHLXXDKP1SYUnm5G5HAHoprxMYqfiMWT4,,,,1,1,0.500,2,2,2,4.3,2026-05-07T03:38:49.000Z,2026-05-08T08:07:21.504Z,131302,5356,1325.3175585582687,0,no,4.3,2026-05-08T08:07:21.504Z,0.00035297814503339257,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
172,C,81.1,C,81.1,B54xDTfSGDBDNdGmsQLA4d8Lxkz5CCwzm19S2maz3A8P,https://gmgn.ai/sol/address/B54xDTfSGDBDNdGmsQLA4d8Lxkz5CCwzm19S2maz3A8P,,,,1,1,0.500,2,2,2,4.3,2026-05-06T10:37:38.000Z,2026-05-08T08:07:27.489Z,139810,,69.52366576647,0,no,4.3,2026-05-08T08:07:27.489Z,0.000016121996900222925,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
173,C,81.1,C,81.1,DknQuSA3PvfcuNiF46mJDE4fX6HPNkJKXovRfkV2eqoR,https://gmgn.ai/sol/address/DknQuSA3PvfcuNiF46mJDE4fX6HPNkJKXovRfkV2eqoR,,,,1,1,0.500,2,2,2,4.3,2026-05-07T02:52:58.000Z,2026-05-08T08:07:29.508Z,131302,,2327.317333538272,0,no,4.3,2026-05-08T08:07:29.508Z,0.002415333303488492,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
174,C,81.1,C,81.1,FX2MjjFCMkKWupyCQR49gdtSwEpc7fpGJKkFX4J9hjfs,https://gmgn.ai/sol/address/FX2MjjFCMkKWupyCQR49gdtSwEpc7fpGJKkFX4J9hjfs,,,,1,1,0.500,2,2,2,4.3,2026-05-07T10:02:18.000Z,2026-05-08T08:07:25.466Z,25573,,-102.22767077685,0,no,4.3,2026-05-08T08:07:25.466Z,0.0004568095022523564,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
175,C,80.1,C,80.1,AdcmMagw4y7wYbux9TWRTLSDR8MLUp4ZbsMSHHquuMpg,https://gmgn.ai/sol/address/AdcmMagw4y7wYbux9TWRTLSDR8MLUp4ZbsMSHHquuMpg,,,,1,1,0.250,4,3,1.37,1.4,2026-05-08T05:47:31.000Z,2026-05-11T05:33:46.292Z,139810,0,3.55648982011,0,yes,1.4,2026-05-11T05:33:46.292Z,0.0023316917616690892,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,paper_hands,,,,,,no,0,no,0,no,,,
176,C,80,C,80,BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,https://gmgn.ai/sol/address/BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,,,,1,1,0.167,6,6,5.72,0.3,2026-05-10T15:34:59.000Z,2026-05-12T06:42:46.142Z,119579,,0,0,yes,0.3,2026-05-12T06:42:46.142Z,0.00041836303070113753,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|photon,bundler|paper_hands|transfer_in,,,,,,no,0,no,0,no,,,
177,C,79.9,C,79.9,bTiNAiDWsAzuDvqf1vGcv3GuvgLxVvaj76KABoqkJa6,https://gmgn.ai/sol/address/bTiNAiDWsAzuDvqf1vGcv3GuvgLxVvaj76KABoqkJa6,,,,1,1,0.333,3,3,3,1.4,2026-05-11T00:43:44.000Z,2026-05-11T05:34:06.310Z,28902,,-349.45508611635,0,yes,1.4,2026-05-11T05:34:06.310Z,0.0000828911883897237,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
178,C,79.6,C,79.6,5ZuV8eqkvzYFVEKbLvGBdexL2tFv7E5BCd2HZpjqbdg,https://gmgn.ai/sol/address/5ZuV8eqkvzYFVEKbLvGBdexL2tFv7E5BCd2HZpjqbdg,,,,1,1,1.000,1,1,1,4.3,2026-05-08T07:53:37.000Z,2026-05-08T08:08:34.984Z,162730,0,2532.8417810798005,0.355932,no,4.3,2026-05-08T08:08:34.984Z,162.57432700201096,,,,,,,,,,,,,,no,,,okx,kol,,,,,,,,no,0,no,0,no,,,
