rank,tier,priority_score,formula_tier,formula_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,gmgn_realized_profit_usd,gmgn_pnl_ratio,gmgn_winrate,gmgn_buy_count,gmgn_sell_count,gmgn_period,gmgn_snapshot_at_iso,gmgn_snapshot_age_days,gmgn_profile_fresh,gmgn_tags,okx_win_rate,okx_avg_buy_value_usd,okx_preferred_mcap,okx_buy_tx_count,okx_snapshot_at_iso,kol_like,owner_manual_label,owner_manual_notes,sources,tags,provider_tags,token_tags,llm_verdict,llm_confidence,llm_recommended_action,llm_reasoning,llm_reviewed_at_iso,llm_review_fresh,llm_score_adjustment,llm_formula_disagreement,stale_review_count,stale_candidate,stale_reason,import_candidate,import_blocked,import_block_reason,review_lane,saved_but_now_blocked,manual_rating,manual_notes
110,B,97.6,B,97.6,HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,https://gmgn.ai/sol/address/HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,,,,2,2,0.500,4,4,4,4.6,2026-05-08T05:32:20.000Z,2026-05-08T08:07:33.544Z,111610,,133.12455733295,0,no,4.6,2026-05-08T08:07:33.544Z,0.0001423527393053937,,,0.6739130434782609,,,7d,2026-05-12T16:36:18.421Z,0.3,yes,gmgn,,,,,,no,,,gmgn,smart_degen,,,insufficient_data,40,watch,"High GMGN win rate but only holder sightings with no trade activity, and data quality limitations prevent confident assessment.",2026-05-12T16:38:32.896Z,yes,0,no,0,no,,no,no,,watch,no,,
111,B,97.6,B,97.6,J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,https://gmgn.ai/sol/address/J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,,,,2,2,0.500,4,4,4,4.6,2026-05-07T10:50:15.000Z,2026-05-08T08:07:31.502Z,105200,,-14.84783995322,0,no,4.6,2026-05-08T08:07:31.502Z,0.0002517131671968409,,,0.5,,,7d,2026-05-12T16:36:18.950Z,0.3,yes,axiom,,,,,,no,,,gmgn,smart_degen,,,insufficient_data,70,watch,Holder-only sightings with unavailable amounts and negative PnL provide insufficient evidence for smart trader classification.,2026-05-12T16:38:54.740Z,yes,0,no,0,no,,no,no,,watch,no,,
112,C,96.7,C,96.7,4Vg8eMEQ8hdiFfkwLJnjxDcRTX88TUc8w9hvsokvNS2q,https://gmgn.ai/sol/address/4Vg8eMEQ8hdiFfkwLJnjxDcRTX88TUc8w9hvsokvNS2q,,,,1,1,0.250,4,3,1.01,0.7,2026-05-10T14:17:40.000Z,2026-05-12T06:42:36.124Z,119579,,80.26785890166701,0,yes,0.7,2026-05-12T06:42:36.124Z,0.0003079815500276286,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,pump_smart,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
113,B,96.5,B,94.1,FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,https://gmgn.ai/sol/address/FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,,,,2,1,1.000,2,1,2,4.6,2026-05-08T08:02:18.000Z,2026-05-08T08:08:34.974Z,138073,0,551.9573547817814,0.481481,no,4.6,2026-05-08T08:08:34.974Z,53.72458131812777,,,0.3157894736842105,,,7d,2026-05-12T16:36:12.907Z,0.3,yes,padre,,,,,,no,,,okx,smart_money,,,genuine_smart_trader,80,keep,"Active buy and sell trades on target micro-cap token with substantial PnL, matching the target strategy despite limited sightings.",2026-05-12T16:38:32.896Z,yes,2.4,no,0,no,,yes,no,,ready,no,,
114,C,95.7,C,95.7,9LxMdvs1m8QRFvFuhvzzMXykAkpaHTJhktULdpBztUMm,https://gmgn.ai/sol/address/9LxMdvs1m8QRFvFuhvzzMXykAkpaHTJhktULdpBztUMm,,,,1,1,0.125,8,7,2.01,0.7,2026-05-07T03:42:39.000Z,2026-05-12T06:42:46.142Z,131302,,-123.22446002114,0,yes,0.7,2026-05-12T06:42:46.142Z,0.00048305049484779464,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
115,C,95.6,C,95.6,6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,https://gmgn.ai/sol/address/6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,阿峰_Afeng,aa_AFeng,阿峰_Afeng,1,1,0.500,2,2,2,4.6,2026-05-08T06:50:51.000Z,2026-05-08T08:08:34.985Z,91917,,1558.4209738992793,0.42857100000000004,no,4.6,2026-05-08T08:08:34.985Z,413.32611019162437,,,,,,,,,no,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|gmgn,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
116,C,95.4,C,95.4,8h4ws6RXbhZTh53ZZLi4hTw61iBMu3KUVouNkdToUXKq,https://gmgn.ai/sol/address/8h4ws6RXbhZTh53ZZLi4hTw61iBMu3KUVouNkdToUXKq,,,,1,1,0.500,2,2,2,1.7,2026-05-10T20:22:33.000Z,2026-05-11T05:34:06.309Z,28902,,55.01022989965,0,yes,1.7,2026-05-11T05:34:06.309Z,0.00017147863576535792,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
117,C,95.4,C,95.4,tuyuNoNBoij3FTkHmjkiEa4d8Nus4bjaCHfKRGgfLEs,https://gmgn.ai/sol/address/tuyuNoNBoij3FTkHmjkiEa4d8Nus4bjaCHfKRGgfLEs,,,,1,1,0.250,4,4,3.82,0.7,2026-05-10T05:23:34.000Z,2026-05-12T06:42:32.170Z,119579,,498.82108983243,0,yes,0.7,2026-05-12T06:42:32.170Z,0.012032909661949026,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
118,C,94.6,C,94.6,A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,https://gmgn.ai/sol/address/A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,,,,1,1,0.333,3,3,3,1.7,2026-05-10T21:16:56.000Z,2026-05-11T05:33:46.296Z,119579,,341.50037200726,0,yes,1.7,2026-05-11T05:33:46.296Z,0.008937371955476626,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|bullx,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
119,C,94.5,C,94.5,HtHkKxYN43BdJ8QJU1srMa3bqjpncLFcZgVCX8yU3AJS,https://gmgn.ai/sol/address/HtHkKxYN43BdJ8QJU1srMa3bqjpncLFcZgVCX8yU3AJS,,,,1,1,0.333,3,3,0.76,0.7,2026-05-07T04:17:01.000Z,2026-05-12T06:42:16.139Z,131302,,16.81564052843,0,yes,0.7,2026-05-12T06:42:16.139Z,0.0017882663601656817,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|photon,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
120,C,94.4,C,94.4,DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,https://gmgn.ai/sol/address/DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,,,,1,1,0.250,4,4,3.82,0.7,2026-05-10T20:17:41.000Z,2026-05-12T06:42:16.124Z,28902,,339.08163888587,0,yes,0.7,2026-05-12T06:42:16.124Z,0.015003443262802594,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,fresh_wallet|axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
121,C,94.4,C,94.4,HSsJjkHrxezZ1SdhgdivhDGXbxANicWbKvKsVtrMrJvG,https://gmgn.ai/sol/address/HSsJjkHrxezZ1SdhgdivhDGXbxANicWbKvKsVtrMrJvG,,,,1,1,0.167,6,6,5.72,0.7,2026-05-10T14:14:06.000Z,2026-05-12T06:42:46.142Z,119579,,302.94779550724,0,yes,0.7,2026-05-12T06:42:46.142Z,0.00039879585079079195,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|padre,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
122,stale,94.2,B,115.4,719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,https://gmgn.ai/sol/address/719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,FASHR,FASHRCrypto,FASHR,2,2,1.000,2,2,0.69,1.7,2026-05-10T20:28:45.000Z,2026-05-11T05:34:06.311Z,54000,,-298.64362016406,0,yes,1.7,2026-05-11T05:34:06.311Z,0.0001963800326182618,,,0.30128205128205127,,,7d,2026-05-12T14:30:10.312Z,0.4,yes,bullx|axiom|kol|app_smart_money|padre,30.72,154.1559798912,<100K,342,2026-05-12T14:30:20.502Z,yes,kol_noisy_not_profitable,"Owner: same KOL from before; not profitable, just KOL wallet; should not be generic insufficient_data.",gmgn,renowned,kol|axiom|bullx|padre,paper_hands|bundler,inflated_or_wash,85,remove,"KOL-like wallet with negative PnL (-$4,986.51) and low win rate (30.72%); manual label explicitly marks as noisy KOL with no profitable trader activity.",2026-05-12T14:31:53.714Z,yes,-21.2,yes,3,yes,latest 3 consecutive LLM reviews recommended remove,no,yes,stale_3_consecutive+kol_like+owner_label+okx_negative_pnl,blocked,no,,
123,C,94,C,94,926XuvXosALA5EFivN16y4Ey8BY21kZYUXvhkNYBwYSj,https://gmgn.ai/sol/address/926XuvXosALA5EFivN16y4Ey8BY21kZYUXvhkNYBwYSj,trancey (bull mode),tranc3y,trancey (bull mode),1,1,1.000,1,1,1,1.7,2026-05-10T12:32:10.000Z,2026-05-11T05:33:22.267Z,119579,,7.51445698478869,0,yes,1.7,2026-05-11T05:33:22.267Z,0.0007837075005860159,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|gmgn,bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
124,C,93.9,C,93.9,7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn,https://gmgn.ai/sol/address/7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn,brox 🧟‍♂️,ohbrox,brox 🧟‍♂️,1,1,0.500,2,2,2,1.7,2026-05-10T20:15:13.000Z,2026-05-11T05:34:06.311Z,28902,,216.05018043973,0,yes,1.7,2026-05-11T05:34:06.311Z,0.00017505374389323119,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|axiom|photon|bullx|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
125,B,93.9,B,93.9,CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,https://gmgn.ai/sol/address/CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,,,,2,2,0.286,7,7,7,4.6,2026-05-07T23:01:17.000Z,2026-05-08T08:07:29.508Z,139905,,48.54707233048857,0,no,4.6,2026-05-08T08:07:29.508Z,0.0027628326534786503,,,0.5094339622641509,,,7d,2026-05-12T16:36:09.414Z,0.3,yes,,,,,,,no,,,gmgn,smart_degen,,,insufficient_data,45,watch,"Only holder sightings with no trade actions and moderate GMGN win rate, but data is too sparse to verify as an active trader.",2026-05-12T16:38:32.896Z,yes,0,no,0,no,,no,no,,watch,no,,
126,C,93.4,C,93.4,9MoWnd3zSxTLnZothvSzosL6YAaiSaiJ1dzrWhbYECEF,https://gmgn.ai/sol/address/9MoWnd3zSxTLnZothvSzosL6YAaiSaiJ1dzrWhbYECEF,,,,1,1,1.000,1,1,1,1.7,2026-05-10T18:11:45.000Z,2026-05-11T05:33:34.162Z,4713,,-1.81531058667,0,yes,1.7,2026-05-11T05:33:34.162Z,0.000985647586176867,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
127,C,93.4,C,93.4,EeHJn4X6FUGEbcjJE5ysB8usN8C7AY75Ej8TrvfgPRrZ,https://gmgn.ai/sol/address/EeHJn4X6FUGEbcjJE5ysB8usN8C7AY75Ej8TrvfgPRrZ,,,,1,1,1.000,1,1,1,1.7,2026-05-10T13:59:20.000Z,2026-05-11T05:33:22.265Z,119579,,-295.37602824896,0,yes,1.7,2026-05-11T05:33:22.265Z,0.0008337588401974785,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,gmgn,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
128,B,92.9,B,115.4,8E1G1qWQZERejrGLF1ye66cx1xBUGp2Tahh6tTGYsPsB,https://gmgn.ai/sol/address/8E1G1qWQZERejrGLF1ye66cx1xBUGp2Tahh6tTGYsPsB,加密帅,xlxl114,加密帅,2,2,1.000,2,2,0.69,1.7,2026-05-10T05:10:31.000Z,2026-05-11T05:33:22.267Z,99339,,-2.02589863529,0,yes,1.7,2026-05-11T05:33:22.267Z,0.00013911012784899418,,,0.3469387755102041,,,7d,2026-05-12T16:36:02.395Z,0.3,yes,kol|axiom|gmgn,,,,,,yes,,,gmgn,renowned,kol|axiom|gmgn,paper_hands|bundler,inflated_or_wash,90,remove,"KOL with negative PnL, low winrate, and no trader actions is noisy and unprofitable.",2026-05-12T16:37:17.849Z,yes,-22.5,yes,2,no,,no,yes,kol_like,blocked,yes,,
129,C,92.9,C,92.9,CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,https://gmgn.ai/sol/address/CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,,,,1,1,0.250,4,4,3.82,0.7,2026-05-10T20:09:52.000Z,2026-05-12T06:42:16.139Z,28902,,190.17815391996,0,yes,0.7,2026-05-12T06:42:16.139Z,0.00004418327334783118,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
130,C,92.8,C,92.8,8aXuJ2X76cDF2wfWWfyzGnscbomZt3w15b2vqaPGpCE,https://gmgn.ai/sol/address/8aXuJ2X76cDF2wfWWfyzGnscbomZt3w15b2vqaPGpCE,,,,1,1,0.333,3,2,2.86,0.7,2026-05-10T05:29:12.000Z,2026-05-12T06:42:32.171Z,119579,,197.68337574993,0,yes,0.7,2026-05-12T06:42:32.171Z,0.00010675703601384099,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
131,C,91.8,C,91.8,CkakfbMYpsXd7FRNtz9mZqik1dWjk9EmmxuVhUTQcmq8,https://gmgn.ai/sol/address/CkakfbMYpsXd7FRNtz9mZqik1dWjk9EmmxuVhUTQcmq8,,,,1,1,0.200,5,5,4.77,0.7,2026-05-10T21:00:44.000Z,2026-05-12T06:42:32.168Z,28902,,136.75788083856,0,yes,0.7,2026-05-12T06:42:32.168Z,0.003656831500810183,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
132,C,91.8,C,91.8,Hw8stXPYa7pmFaem2qKMRANWUaBfEn4nBpuQpvgAeyVP,https://gmgn.ai/sol/address/Hw8stXPYa7pmFaem2qKMRANWUaBfEn4nBpuQpvgAeyVP,,,,1,1,0.500,2,2,2,1.7,2026-05-10T20:56:05.000Z,2026-05-11T05:34:06.309Z,28902,,12.8519380171,0,yes,1.7,2026-05-11T05:34:06.309Z,0.0000972048977160703,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
133,C,91.6,C,91.6,AqSTgWq3tCKRuJCRN3ssVn8cFuQNASVxvpBwaLVmfKgP,https://gmgn.ai/sol/address/AqSTgWq3tCKRuJCRN3ssVn8cFuQNASVxvpBwaLVmfKgP,,,,1,1,0.200,5,4,4.77,0.7,2026-05-10T20:10:23.000Z,2026-05-12T06:42:34.187Z,28902,,269.82637917314,0,yes,0.7,2026-05-12T06:42:34.187Z,0.0005549923650818409,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|gmgn|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
134,C,91.5,C,91.5,2tWpE5K6ZuUHQY5vWn8neT5EQVuCUdbC3hhyjJEHUHRm,https://gmgn.ai/sol/address/2tWpE5K6ZuUHQY5vWn8neT5EQVuCUdbC3hhyjJEHUHRm,,,,1,1,0.333,3,3,3,1.7,2026-05-11T03:43:47.000Z,2026-05-11T05:33:46.293Z,119579,905,103.58594219376391,0,yes,1.7,2026-05-11T05:33:46.293Z,0.0031966896775344144,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
135,C,91.3,C,91.3,6H8DrKRTeb2bHwx45aVyvq8AoBdg6RadaRgRSbi8aGaX,https://gmgn.ai/sol/address/6H8DrKRTeb2bHwx45aVyvq8AoBdg6RadaRgRSbi8aGaX,,,,1,1,0.250,4,3,4,4.6,2026-05-07T08:48:33.000Z,2026-05-08T08:07:21.503Z,131302,,1.71810097716,0,no,4.6,2026-05-08T08:07:21.503Z,0.00025726557596108396,,,,,,,,,no,,,,,,,no,,,gmgn|okx,smart_degen|smart_money,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
136,C,90.5,C,90.5,2JLTKcECTybkCEp64v7V4P4FijjKiMgKnFkX2WwRWTM6,https://gmgn.ai/sol/address/2JLTKcECTybkCEp64v7V4P4FijjKiMgKnFkX2WwRWTM6,,,,1,1,0.500,2,2,1.91,0.7,2026-05-10T05:27:12.000Z,2026-05-12T06:42:32.168Z,119579,,3.780141336,0,yes,0.7,2026-05-12T06:42:32.168Z,0.010000734736827346,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
137,C,90.4,C,90.4,BN5UW6MaLRfqV5SqrC2qFeBipDbsefMrQtfhx91JMKJ6,https://gmgn.ai/sol/address/BN5UW6MaLRfqV5SqrC2qFeBipDbsefMrQtfhx91JMKJ6,,,,1,1,0.167,6,5,5.72,0.7,2026-05-10T05:53:45.000Z,2026-05-12T06:42:38.124Z,119579,,139.53254281839,0,yes,0.7,2026-05-12T06:42:38.124Z,0.000019719258982295494,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
138,B,89.8,B,97.6,2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,https://gmgn.ai/sol/address/2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,,,,2,2,0.500,4,4,4,4.6,2026-05-07T13:19:36.000Z,2026-05-08T08:07:31.503Z,135556,,-69.90851906294,0,no,4.6,2026-05-08T08:07:31.503Z,0.0001450789556205059,,,0.2986111111111111,,,7d,2026-05-12T14:30:07.304Z,0.4,yes,axiom,30.32,81.3462785616,<100K,392,2026-05-12T14:30:13.293Z,no,data_sufficient_drawdown,"Owner: has GMGN data, not very profitable, large drawdowns.",gmgn,smart_degen,,,inflated_or_wash,65,demote,"Low win rate, negative local PnL, and profile flags indicate negative_pnl; likely noisy or underperforming despite positive aggregate PnL.",2026-05-12T14:31:42.838Z,yes,-7.8,yes,0,no,,no,no,,owner_review,no,,
139,C,89.7,C,89.7,23RC8CTjZ6VRsFN6eEJaNNaG1Q5pj55H23Sh1phBvZud,https://gmgn.ai/sol/address/23RC8CTjZ6VRsFN6eEJaNNaG1Q5pj55H23Sh1phBvZud,,,,1,1,0.250,4,4,3.82,0.7,2026-05-10T10:54:06.000Z,2026-05-12T06:42:34.186Z,119579,,54.592204254230616,0,yes,0.7,2026-05-12T06:42:34.186Z,0.0009717316798957433,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
140,C,89.1,C,89.1,2v178XLeug7gpPXrU7LWmqizMBxjtRXkfWZ8iQA4P47i,https://gmgn.ai/sol/address/2v178XLeug7gpPXrU7LWmqizMBxjtRXkfWZ8iQA4P47i,,,,1,1,1.000,1,1,1,4.6,2026-05-07T06:36:24.000Z,2026-05-08T08:07:21.499Z,131302,,-356.4318214992021,0,no,4.6,2026-05-08T08:07:21.499Z,0.0006627807152415026,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
141,C,89.1,C,89.1,6Y7VzR1dcfUyGCbUS9b5PiWhRCN7Hg5NAVUWV9gaMks1,https://gmgn.ai/sol/address/6Y7VzR1dcfUyGCbUS9b5PiWhRCN7Hg5NAVUWV9gaMks1,,,,1,1,1.000,1,1,1,4.6,2026-05-07T03:46:30.000Z,2026-05-08T08:07:21.501Z,131302,,56.47584273967,0,no,4.6,2026-05-08T08:07:21.501Z,0.0004661583507083615,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
142,C,89.1,C,89.1,7Ff9bMujNXue8obmfdBYcn32mB5G1tSSk8ffUJ1J8Roq,https://gmgn.ai/sol/address/7Ff9bMujNXue8obmfdBYcn32mB5G1tSSk8ffUJ1J8Roq,,,,1,1,1.000,1,1,1,4.6,2026-05-07T00:22:48.000Z,2026-05-08T08:07:13.502Z,148507,,-13.96809108126,0,no,4.6,2026-05-08T08:07:13.502Z,0.000011537992221046045,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
143,C,89.1,C,89.1,7y3V87V9bRr5scKMHQD8KteuRALq7odQE6S4Rc2aW2vj,https://gmgn.ai/sol/address/7y3V87V9bRr5scKMHQD8KteuRALq7odQE6S4Rc2aW2vj,,,,1,1,1.000,1,1,1,4.6,2026-05-07T15:44:28.000Z,2026-05-08T08:07:17.477Z,79098,,72.57522625105946,0,no,4.6,2026-05-08T08:07:17.477Z,0.00008288528098755908,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
144,C,89.1,C,89.1,E5XH7MGazFEkb2YrJAWYBFvjRr3tDE8kozWmvzR4Cyv2,https://gmgn.ai/sol/address/E5XH7MGazFEkb2YrJAWYBFvjRr3tDE8kozWmvzR4Cyv2,,,,1,1,1.000,1,1,1,4.6,2026-05-07T03:04:33.000Z,2026-05-08T08:07:21.503Z,131302,,8.493049151,0,no,4.6,2026-05-08T08:07:21.503Z,0.000281345799481554,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
145,C,89.1,C,89.1,F1924TJoDHGfgPACmZsKQwAuda8keVvBzqVWRgr7JHaD,https://gmgn.ai/sol/address/F1924TJoDHGfgPACmZsKQwAuda8keVvBzqVWRgr7JHaD,,,,1,1,1.000,1,1,1,4.6,2026-05-07T10:48:38.000Z,2026-05-08T08:07:17.475Z,79098,,-1.73543875289,0,no,4.6,2026-05-08T08:07:17.475Z,0.000054436894506669384,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
146,C,89.1,C,89.1,FbiBbTBP2Vs7b3j74eBsAYFpxWms11m23DeGmYcc8Yoo,https://gmgn.ai/sol/address/FbiBbTBP2Vs7b3j74eBsAYFpxWms11m23DeGmYcc8Yoo,,,,1,1,1.000,1,1,1,4.6,2026-05-07T18:06:25.000Z,2026-05-08T08:07:17.474Z,79098,126,0,0,no,4.6,2026-05-08T08:07:17.474Z,0.00028360609664591034,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
147,C,89.1,C,89.1,GZVSEAajExLJEvACHHQcujBw7nJq98GWUEZtood9LM9b,https://gmgn.ai/sol/address/GZVSEAajExLJEvACHHQcujBw7nJq98GWUEZtood9LM9b,,,,1,1,1.000,1,1,1,4.6,2026-05-07T02:36:20.000Z,2026-05-08T08:07:21.502Z,131302,,-123.65077098468,0,no,4.6,2026-05-08T08:07:21.502Z,0.0002660980633067725,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
148,C,89.1,C,89.1,GkCG1KQcTuhHg8BBiqM2Xbyo4cWKSet4Vv6KmKvBHddz,https://gmgn.ai/sol/address/GkCG1KQcTuhHg8BBiqM2Xbyo4cWKSet4Vv6KmKvBHddz,,,,1,1,1.000,1,1,1,4.6,2026-05-08T06:56:07.000Z,2026-05-08T08:07:27.488Z,139810,558,0,0,no,4.6,2026-05-08T08:07:27.488Z,0.0000979736503421318,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
149,C,89.1,C,89.1,Gkeqgh2SwRNBVrAKKvQ8QeUqD7GQzjrR6uqnHdtFb3kG,https://gmgn.ai/sol/address/Gkeqgh2SwRNBVrAKKvQ8QeUqD7GQzjrR6uqnHdtFb3kG,,,,1,1,1.000,1,1,1,4.6,2026-05-08T00:02:40.000Z,2026-05-08T08:07:13.501Z,148507,,-917.2213324647,0,no,4.6,2026-05-08T08:07:13.501Z,0.0003606615478224694,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
150,C,89.1,C,89.1,HrEdKYvkPwizrPRiFMhgdhbAjxhPX9hFCnqTRVUCWVgz,https://gmgn.ai/sol/address/HrEdKYvkPwizrPRiFMhgdhbAjxhPX9hFCnqTRVUCWVgz,,,,1,1,1.000,1,1,1,4.6,2026-05-07T03:11:52.000Z,2026-05-08T08:07:21.499Z,131302,,1044.19665884562,0,no,4.6,2026-05-08T08:07:21.499Z,0.0001446062530538744,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
151,C,89.1,C,89.1,ummESHXggbAutbJ37r51H7PGKAzDivUhXL7NRTxqVr5,https://gmgn.ai/sol/address/ummESHXggbAutbJ37r51H7PGKAzDivUhXL7NRTxqVr5,,,,1,1,1.000,1,1,1,4.6,2026-05-07T04:59:19.000Z,2026-05-08T08:07:13.502Z,148507,,205.93140098723,0,no,4.6,2026-05-08T08:07:13.502Z,0.00005878150077706216,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
152,C,88.2,C,88.2,FZq4muokC9HHf2mLAEiHWrvNVLxs2m8o1e68XU54J8ok,https://gmgn.ai/sol/address/FZq4muokC9HHf2mLAEiHWrvNVLxs2m8o1e68XU54J8ok,,,,1,1,0.333,3,3,2.86,0.7,2026-05-10T06:33:47.000Z,2026-05-12T06:42:32.167Z,119579,,15.09327987354,0,yes,0.7,2026-05-12T06:42:32.167Z,0.0069670052557345655,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
